cycle_days,date,rebalance_date,ticker,weight
7,2025-03-02,2025-03-01,ETH,0.20699180553159044
7,2025-03-02,2025-03-01,SOL,4.625929269271223e-18
7,2025-03-02,2025-03-01,DOGE,4.625929269271223e-18
7,2025-03-02,2025-03-01,AERGO,4.625929269271223e-18
7,2025-03-02,2025-03-01,ADA,4.625929269271223e-18
7,2025-03-02,2025-03-01,AUCTION,4.625929269271223e-18
7,2025-03-02,2025-03-01,ONDO,4.625929269271223e-18
7,2025-03-02,2025-03-01,SUI,4.625929269271223e-18
7,2025-03-02,2025-03-01,VIRTUAL,4.625929269271223e-18
7,2025-03-02,2025-03-01,ARDR,4.625929269271223e-18
7,2025-03-02,2025-03-01,MOVE,4.625929269271223e-18
7,2025-03-02,2025-03-01,AWE,0.047365977792575724
7,2025-03-02,2025-03-01,XLM,4.625929269271223e-18
7,2025-03-02,2025-03-01,AXS,4.625929269271223e-18
7,2025-03-02,2025-03-01,SNT,4.625929269271223e-18
7,2025-03-02,2025-03-01,QTUM,4.625929269271223e-18
7,2025-03-02,2025-03-01,ANIME,4.625929269271223e-18
7,2025-03-02,2025-03-01,PUNDIX,0.12566932553126617
7,2025-03-02,2025-03-01,ARK,4.625929269271223e-18
7,2025-03-02,2025-03-01,ENS,4.625929269271223e-18
7,2025-03-02,2025-03-01,LINK,4.625929269271223e-18
7,2025-03-02,2025-03-01,CRO,4.625929269271223e-18
7,2025-03-02,2025-03-01,HBAR,4.625929269271223e-18
7,2025-03-02,2025-03-01,VANA,4.625929269271223e-18
7,2025-03-02,2025-03-01,SEI,4.625929269271223e-18
7,2025-03-02,2025-03-01,STRAX,4.625929269271223e-18
7,2025-03-02,2025-03-01,KNC,4.625929269271223e-18
7,2025-03-02,2025-03-01,ME,4.625929269271223e-18
7,2025-03-02,2025-03-01,SHIB,4.625929269271223e-18
7,2025-03-02,2025-03-01,CBK,4.625929269271223e-18
7,2025-03-02,2025-03-01,AQT,4.625929269271223e-18
7,2025-03-02,2025-03-01,SAFE,4.625929269271223e-18
7,2025-03-02,2025-03-01,GLM,4.625929269271223e-18
7,2025-03-02,2025-03-01,PEPE,4.625929269271223e-18
7,2025-03-02,2025-03-01,BONK,4.625929269271223e-18
7,2025-03-02,2025-03-01,WAVES,4.625929269271223e-18
7,2025-03-02,2025-03-01,MASK,0.25
7,2025-03-02,2025-03-01,ATH,4.625929269271223e-18
7,2025-03-02,2025-03-01,TOKAMAK,0.08751893934456005
7,2025-03-02,2025-03-01,CARV,0.02780428609801077
7,2025-03-02,2025-03-01,MEW,4.625929269271223e-18
7,2025-03-02,2025-03-01,MNT,4.625929269271223e-18
7,2025-03-02,2025-03-01,PYTH,4.625929269271223e-18
7,2025-03-02,2025-03-01,SONIC,4.625929269271223e-18
7,2025-03-02,2025-03-01,GAS,0.004649665701996893
7,2025-03-02,2025-03-01,AKT,4.625929269271223e-18
7,2025-03-02,2025-03-01,BIGTIME,4.625929269271223e-18
7,2025-03-02,2025-03-01,DRIFT,4.625929269271223e-18
7,2025-03-03,2025-03-01,XRP,4.625929269271223e-18
7,2025-03-03,2025-03-01,BTC,0.25
7,2025-03-03,2025-03-01,ETH,0.20699180553159044
7,2025-03-03,2025-03-01,SOL,4.625929269271223e-18
7,2025-03-03,2025-03-01,DOGE,4.625929269271223e-18
7,2025-03-03,2025-03-01,AERGO,4.625929269271223e-18
7,2025-03-03,2025-03-01,ADA,4.625929269271223e-18
7,2025-03-03,2025-03-01,AUCTION,4.625929269271223e-18
7,2025-03-03,2025-03-01,ONDO,4.625929269271223e-18
7,2025-03-03,2025-03-01,SUI,4.625929269271223e-18
7,2025-03-03,2025-03-01,VIRTUAL,4.625929269271223e-18
7,2025-03-03,2025-03-01,ARDR,4.625929269271223e-18
7,2025-03-03,2025-03-01,MOVE,4.625929269271223e-18
7,2025-03-03,2025-03-01,AWE,0.047365977792575724
7,2025-03-03,2025-03-01,XLM,4.625929269271223e-18
7,2025-03-03,2025-03-01,AXS,4.625929269271223e-18
7,2025-03-03,2025-03-01,SNT,4.625929269271223e-18
7,2025-03-03,2025-03-01,QTUM,4.625929269271223e-18
7,2025-03-03,2025-03-01,ANIME,4.625929269271223e-18
7,2025-03-03,2025-03-01,PUNDIX,0.12566932553126617
7,2025-03-03,2025-03-01,ARK,4.625929269271223e-18
7,2025-03-03,2025-03-01,ENS,4.625929269271223e-18
7,2025-03-03,2025-03-01,LINK,4.625929269271223e-18
7,2025-03-03,2025-03-01,CRO,4.625929269271223e-18
7,2025-03-03,2025-03-01,HBAR,4.625929269271223e-18
7,2025-03-03,2025-03-01,VANA,4.625929269271223e-18
7,2025-03-03,2025-03-01,SEI,4.625929269271223e-18
7,2025-03-03,2025-03-01,STRAX,4.625929269271223e-18
7,2025-03-03,2025-03-01,KNC,4.625929269271223e-18
7,2025-03-03,2025-03-01,ME,4.625929269271223e-18
7,2025-03-03,2025-03-01,SHIB,4.625929269271223e-18
7,2025-03-03,2025-03-01,CBK,4.625929269271223e-18
7,2025-03-03,2025-03-01,AQT,4.625929269271223e-18
7,2025-03-03,2025-03-01,SAFE,4.625929269271223e-18
7,2025-03-03,2025-03-01,GLM,4.625929269271223e-18
7,2025-03-03,2025-03-01,PEPE,4.625929269271223e-18
7,2025-03-03,2025-03-01,BONK,4.625929269271223e-18
7,2025-03-03,2025-03-01,WAVES,4.625929269271223e-18
7,2025-03-03,2025-03-01,MASK,0.25
7,2025-03-03,2025-03-01,ATH,4.625929269271223e-18
7,2025-03-03,2025-03-01,TOKAMAK,0.08751893934456005
7,2025-03-03,2025-03-01,CARV,0.02780428609801077
7,2025-03-03,2025-03-01,MEW,4.625929269271223e-18
7,2025-03-03,2025-03-01,MNT,4.625929269271223e-18
7,2025-03-03,2025-03-01,PYTH,4.625929269271223e-18
7,2025-03-03,2025-03-01,SONIC,4.625929269271223e-18
7,2025-03-03,2025-03-01,GAS,0.004649665701996893
7,2025-03-03,2025-03-01,AKT,4.625929269271223e-18
7,2025-03-03,2025-03-01,BIGTIME,4.625929269271223e-18
7,2025-03-03,2025-03-01,DRIFT,4.625929269271223e-18
7,2025-03-04,2025-03-01,XRP,4.625929269271223e-18
7,2025-03-04,2025-03-01,BTC,0.25
7,2025-03-04,2025-03-01,ETH,0.20699180553159044
7,2025-03-04,2025-03-01,SOL,4.625929269271223e-18
7,2025-03-04,2025-03-01,DOGE,4.625929269271223e-18
7,2025-03-04,2025-03-01,AERGO,4.625929269271223e-18
7,2025-03-04,2025-03-01,ADA,4.625929269271223e-18
7,2025-03-04,2025-03-01,AUCTION,4.625929269271223e-18
7,2025-03-04,2025-03-01,ONDO,4.625929269271223e-18
7,2025-03-04,2025-03-01,SUI,4.625929269271223e-18
7,2025-03-04,2025-03-01,VIRTUAL,4.625929269271223e-18
7,2025-03-04,2025-03-01,ARDR,4.625929269271223e-18
7,2025-03-04,2025-03-01,MOVE,4.625929269271223e-18
7,2025-03-04,2025-03-01,AWE,0.047365977792575724
7,2025-03-04,2025-03-01,XLM,4.625929269271223e-18
7,2025-03-04,2025-03-01,AXS,4.625929269271223e-18
7,2025-03-04,2025-03-01,SNT,4.625929269271223e-18
7,2025-03-04,2025-03-01,QTUM,4.625929269271223e-18
7,2025-03-04,2025-03-01,ANIME,4.625929269271223e-18
7,2025-03-04,2025-03-01,PUNDIX,0.12566932553126617
7,2025-03-04,2025-03-01,ARK,4.625929269271223e-18
7,2025-03-04,2025-03-01,ENS,4.625929269271223e-18
7,2025-03-04,2025-03-01,LINK,4.625929269271223e-18
7,2025-03-04,2025-03-01,CRO,4.625929269271223e-18
7,2025-03-04,2025-03-01,HBAR,4.625929269271223e-18
7,2025-03-04,2025-03-01,VANA,4.625929269271223e-18
7,2025-03-04,2025-03-01,SEI,4.625929269271223e-18
7,2025-03-04,2025-03-01,STRAX,4.625929269271223e-18
7,2025-03-04,2025-03-01,KNC,4.625929269271223e-18
7,2025-03-04,2025-03-01,ME,4.625929269271223e-18
7,2025-03-04,2025-03-01,SHIB,4.625929269271223e-18
7,2025-03-04,2025-03-01,CBK,4.625929269271223e-18
7,2025-03-04,2025-03-01,AQT,4.625929269271223e-18
7,2025-03-04,2025-03-01,SAFE,4.625929269271223e-18
7,2025-03-04,2025-03-01,GLM,4.625929269271223e-18
7,2025-03-04,2025-03-01,PEPE,4.625929269271223e-18
7,2025-03-04,2025-03-01,BONK,4.625929269271223e-18
7,2025-03-04,2025-03-01,WAVES,4.625929269271223e-18
7,2025-03-04,2025-03-01,MASK,0.25
7,2025-03-04,2025-03-01,ATH,4.625929269271223e-18
7,2025-03-04,2025-03-01,TOKAMAK,0.08751893934456005
7,2025-03-04,2025-03-01,CARV,0.02780428609801077
7,2025-03-04,2025-03-01,MEW,4.625929269271223e-18
7,2025-03-04,2025-03-01,MNT,4.625929269271223e-18
7,2025-03-04,2025-03-01,PYTH,4.625929269271223e-18
7,2025-03-04,2025-03-01,SONIC,4.625929269271223e-18
7,2025-03-04,2025-03-01,GAS,0.004649665701996893
7,2025-03-04,2025-03-01,AKT,4.625929269271223e-18
7,2025-03-04,2025-03-01,BIGTIME,4.625929269271223e-18
7,2025-03-04,2025-03-01,DRIFT,4.625929269271223e-18
7,2025-03-05,2025-03-01,XRP,4.625929269271223e-18
7,2025-03-05,2025-03-01,BTC,0.25
7,2025-03-05,2025-03-01,ETH,0.20699180553159044
7,2025-03-05,2025-03-01,SOL,4.625929269271223e-18
7,2025-03-05,2025-03-01,DOGE,4.625929269271223e-18
7,2025-03-05,2025-03-01,AERGO,4.625929269271223e-18
7,2025-03-05,2025-03-01,ADA,4.625929269271223e-18
7,2025-03-05,2025-03-01,AUCTION,4.625929269271223e-18
7,2025-03-05,2025-03-01,ONDO,4.625929269271223e-18
7,2025-03-05,2025-03-01,SUI,4.625929269271223e-18
7,2025-03-05,2025-03-01,VIRTUAL,4.625929269271223e-18
7,2025-03-05,2025-03-01,ARDR,4.625929269271223e-18
7,2025-03-05,2025-03-01,MOVE,4.625929269271223e-18
7,2025-03-05,2025-03-01,AWE,0.047365977792575724
7,2025-03-05,2025-03-01,XLM,4.625929269271223e-18
7,2025-03-05,2025-03-01,AXS,4.625929269271223e-18
7,2025-03-05,2025-03-01,SNT,4.625929269271223e-18
7,2025-03-05,2025-03-01,QTUM,4.625929269271223e-18
7,2025-03-05,2025-03-01,ANIME,4.625929269271223e-18
7,2025-03-05,2025-03-01,PUNDIX,0.12566932553126617
7,2025-03-05,2025-03-01,ARK,4.625929269271223e-18
7,2025-03-05,2025-03-01,ENS,4.625929269271223e-18
7,2025-03-05,2025-03-01,LINK,4.625929269271223e-18
7,2025-03-05,2025-03-01,CRO,4.625929269271223e-18
7,2025-03-05,2025-03-01,HBAR,4.625929269271223e-18
7,2025-03-05,2025-03-01,VANA,4.625929269271223e-18
7,2025-03-05,2025-03-01,SEI,4.625929269271223e-18
7,2025-03-05,2025-03-01,STRAX,4.625929269271223e-18
7,2025-03-05,2025-03-01,KNC,4.625929269271223e-18
7,2025-03-05,2025-03-01,ME,4.625929269271223e-18
7,2025-03-05,2025-03-01,SHIB,4.625929269271223e-18
7,2025-03-05,2025-03-01,CBK,4.625929269271223e-18
7,2025-03-05,2025-03-01,AQT,4.625929269271223e-18
7,2025-03-05,2025-03-01,SAFE,4.625929269271223e-18
7,2025-03-05,2025-03-01,GLM,4.625929269271223e-18
7,2025-03-05,2025-03-01,PEPE,4.625929269271223e-18
7,2025-03-05,2025-03-01,BONK,4.625929269271223e-18
7,2025-03-05,2025-03-01,WAVES,4.625929269271223e-18
7,2025-03-05,2025-03-01,MASK,0.25
7,2025-03-05,2025-03-01,ATH,4.625929269271223e-18
7,2025-03-05,2025-03-01,TOKAMAK,0.08751893934456005
7,2025-03-05,2025-03-01,CARV,0.02780428609801077
7,2025-03-05,2025-03-01,MEW,4.625929269271223e-18
7,2025-03-05,2025-03-01,MNT,4.625929269271223e-18
7,2025-03-05,2025-03-01,PYTH,4.625929269271223e-18
7,2025-03-05,2025-03-01,SONIC,4.625929269271223e-18
7,2025-03-05,2025-03-01,GAS,0.004649665701996893
7,2025-03-05,2025-03-01,AKT,4.625929269271223e-18
7,2025-03-05,2025-03-01,BIGTIME,4.625929269271223e-18
7,2025-03-05,2025-03-01,DRIFT,4.625929269271223e-18
7,2025-03-06,2025-03-01,XRP,4.625929269271223e-18
7,2025-03-06,2025-03-01,BTC,0.25
7,2025-03-06,2025-03-01,ETH,0.20699180553159044
7,2025-03-06,2025-03-01,SOL,4.625929269271223e-18
7,2025-03-06,2025-03-01,DOGE,4.625929269271223e-18
7,2025-03-06,2025-03-01,AERGO,4.625929269271223e-18
7,2025-03-06,2025-03-01,ADA,4.625929269271223e-18
7,2025-03-06,2025-03-01,AUCTION,4.625929269271223e-18
7,2025-03-06,2025-03-01,ONDO,4.625929269271223e-18
7,2025-03-06,2025-03-01,SUI,4.625929269271223e-18
7,2025-03-06,2025-03-01,VIRTUAL,4.625929269271223e-18
7,2025-03-06,2025-03-01,ARDR,4.625929269271223e-18
7,2025-03-06,2025-03-01,MOVE,4.625929269271223e-18
7,2025-03-06,2025-03-01,AWE,0.047365977792575724
7,2025-03-06,2025-03-01,XLM,4.625929269271223e-18
7,2025-03-06,2025-03-01,AXS,4.625929269271223e-18
7,2025-03-06,2025-03-01,SNT,4.625929269271223e-18
7,2025-03-06,2025-03-01,QTUM,4.625929269271223e-18
7,2025-03-06,2025-03-01,ANIME,4.625929269271223e-18
7,2025-03-06,2025-03-01,PUNDIX,0.12566932553126617
7,2025-03-06,2025-03-01,ARK,4.625929269271223e-18
7,2025-03-06,2025-03-01,ENS,4.625929269271223e-18
7,2025-03-06,2025-03-01,LINK,4.625929269271223e-18
7,2025-03-06,2025-03-01,CRO,4.625929269271223e-18
7,2025-03-06,2025-03-01,HBAR,4.625929269271223e-18
7,2025-03-06,2025-03-01,VANA,4.625929269271223e-18
7,2025-03-06,2025-03-01,SEI,4.625929269271223e-18
7,2025-03-06,2025-03-01,STRAX,4.625929269271223e-18
7,2025-03-06,2025-03-01,KNC,4.625929269271223e-18
7,2025-03-06,2025-03-01,ME,4.625929269271223e-18
7,2025-03-06,2025-03-01,SHIB,4.625929269271223e-18
7,2025-03-06,2025-03-01,CBK,4.625929269271223e-18
7,2025-03-06,2025-03-01,AQT,4.625929269271223e-18
7,2025-03-06,2025-03-01,SAFE,4.625929269271223e-18
7,2025-03-06,2025-03-01,GLM,4.625929269271223e-18
7,2025-03-06,2025-03-01,PEPE,4.625929269271223e-18
7,2025-03-06,2025-03-01,BONK,4.625929269271223e-18
7,2025-03-06,2025-03-01,WAVES,4.625929269271223e-18
7,2025-03-06,2025-03-01,MASK,0.25
7,2025-03-06,2025-03-01,ATH,4.625929269271223e-18
7,2025-03-06,2025-03-01,TOKAMAK,0.08751893934456005
7,2025-03-06,2025-03-01,CARV,0.02780428609801077
7,2025-03-06,2025-03-01,MEW,4.625929269271223e-18
7,2025-03-06,2025-03-01,MNT,4.625929269271223e-18
7,2025-03-06,2025-03-01,PYTH,4.625929269271223e-18
7,2025-03-06,2025-03-01,SONIC,4.625929269271223e-18
7,2025-03-06,2025-03-01,GAS,0.004649665701996893
7,2025-03-06,2025-03-01,AKT,4.625929269271223e-18
7,2025-03-06,2025-03-01,BIGTIME,4.625929269271223e-18
7,2025-03-06,2025-03-01,DRIFT,4.625929269271223e-18
7,2025-03-07,2025-03-01,XRP,4.625929269271223e-18
7,2025-03-07,2025-03-01,BTC,0.25
7,2025-03-07,2025-03-01,ETH,0.20699180553159044
7,2025-03-07,2025-03-01,SOL,4.625929269271223e-18
7,2025-03-07,2025-03-01,DOGE,4.625929269271223e-18
7,2025-03-07,2025-03-01,AERGO,4.625929269271223e-18
7,2025-03-07,2025-03-01,ADA,4.625929269271223e-18
7,2025-03-07,2025-03-01,AUCTION,4.625929269271223e-18
7,2025-03-07,2025-03-01,ONDO,4.625929269271223e-18
7,2025-03-07,2025-03-01,SUI,4.625929269271223e-18
7,2025-03-07,2025-03-01,VIRTUAL,4.625929269271223e-18
7,2025-03-07,2025-03-01,ARDR,4.625929269271223e-18
7,2025-03-07,2025-03-01,MOVE,4.625929269271223e-18
7,2025-03-07,2025-03-01,AWE,0.047365977792575724
7,2025-03-07,2025-03-01,XLM,4.625929269271223e-18
7,2025-03-07,2025-03-01,AXS,4.625929269271223e-18
7,2025-03-07,2025-03-01,SNT,4.625929269271223e-18
7,2025-03-07,2025-03-01,QTUM,4.625929269271223e-18
7,2025-03-07,2025-03-01,ANIME,4.625929269271223e-18
7,2025-03-07,2025-03-01,PUNDIX,0.12566932553126617
7,2025-03-07,2025-03-01,ARK,4.625929269271223e-18
7,2025-03-07,2025-03-01,ENS,4.625929269271223e-18
7,2025-03-07,2025-03-01,LINK,4.625929269271223e-18
7,2025-03-07,2025-03-01,CRO,4.625929269271223e-18
7,2025-03-07,2025-03-01,HBAR,4.625929269271223e-18
7,2025-03-07,2025-03-01,VANA,4.625929269271223e-18
7,2025-03-07,2025-03-01,SEI,4.625929269271223e-18
7,2025-03-07,2025-03-01,STRAX,4.625929269271223e-18
7,2025-03-07,2025-03-01,KNC,4.625929269271223e-18
7,2025-03-07,2025-03-01,ME,4.625929269271223e-18
7,2025-03-07,2025-03-01,SHIB,4.625929269271223e-18
7,2025-03-07,2025-03-01,CBK,4.625929269271223e-18
7,2025-03-07,2025-03-01,AQT,4.625929269271223e-18
7,2025-03-07,2025-03-01,SAFE,4.625929269271223e-18
7,2025-03-07,2025-03-01,GLM,4.625929269271223e-18
7,2025-03-07,2025-03-01,PEPE,4.625929269271223e-18
7,2025-03-07,2025-03-01,BONK,4.625929269271223e-18
7,2025-03-07,2025-03-01,WAVES,4.625929269271223e-18
7,2025-03-07,2025-03-01,MASK,0.25
7,2025-03-07,2025-03-01,ATH,4.625929269271223e-18
7,2025-03-07,2025-03-01,TOKAMAK,0.08751893934456005
7,2025-03-07,2025-03-01,CARV,0.02780428609801077
7,2025-03-07,2025-03-01,MEW,4.625929269271223e-18
7,2025-03-07,2025-03-01,MNT,4.625929269271223e-18
7,2025-03-07,2025-03-01,PYTH,4.625929269271223e-18
7,2025-03-07,2025-03-01,SONIC,4.625929269271223e-18
7,2025-03-07,2025-03-01,GAS,0.004649665701996893
7,2025-03-07,2025-03-01,AKT,4.625929269271223e-18
7,2025-03-07,2025-03-01,BIGTIME,4.625929269271223e-18
7,2025-03-07,2025-03-01,DRIFT,4.625929269271223e-18
7,2025-04-01,2025-04-01,XRP,5.168030355513975e-18
7,2025-04-01,2025-04-01,BTC,0.25
7,2025-04-01,2025-04-01,ETH,0.01873081642631225
7,2025-04-01,2025-04-01,SOL,5.168030355513975e-18
7,2025-04-01,2025-04-01,DOGE,5.168030355513975e-18
7,2025-04-01,2025-04-01,AERGO,5.168030355513975e-18
7,2025-04-01,2025-04-01,ADA,5.168030355513975e-18
7,2025-04-01,2025-04-01,AUCTION,0.01464813709517196
7,2025-04-01,2025-04-01,ONDO,5.168030355513975e-18
7,2025-04-01,2025-04-01,SUI,5.168030355513975e-18
7,2025-04-01,2025-04-01,VIRTUAL,5.168030355513975e-18
7,2025-04-01,2025-04-01,ARDR,0.12825551172830524
7,2025-04-01,2025-04-01,MOVE,5.168030355513975e-18
7,2025-04-01,2025-04-01,AWE,0.003778742189839214
7,2025-04-01,2025-04-01,XLM,5.168030355513975e-18
7,2025-04-01,2025-04-01,AXS,5.168030355513975e-18
7,2025-04-01,2025-04-01,SNT,0.05859727168420727
7,2025-04-01,2025-04-01,QTUM,5.168030355513975e-18
7,2025-04-01,2025-04-01,ANIME,5.168030355513975e-18
7,2025-04-01,2025-04-01,PUNDIX,5.168030355513975e-18
7,2025-04-01,2025-04-01,ARK,5.168030355513975e-18
7,2025-04-01,2025-04-01,ENS,5.168030355513975e-18
7,2025-04-01,2025-04-01,LINK,5.168030355513975e-18
7,2025-04-01,2025-04-01,CRO,5.168030355513975e-18
7,2025-04-01,2025-04-01,HBAR,5.168030355513975e-18
7,2025-04-01,2025-04-01,VANA,5.168030355513975e-18
7,2025-04-01,2025-04-01,SEI,5.168030355513975e-18
7,2025-04-01,2025-04-01,STRAX,5.168030355513975e-18
7,2025-04-01,2025-04-01,KNC,5.168030355513975e-18
7,2025-04-01,2025-04-01,ME,5.168030355513975e-18
7,2025-04-01,2025-04-01,SHIB,5.168030355513975e-18
7,2025-04-01,2025-04-01,CBK,0.07424782413292705
7,2025-04-01,2025-04-01,AQT,5.168030355513975e-18
7,2025-04-01,2025-04-01,SAFE,0.021375827674421387
7,2025-04-01,2025-04-01,GLM,0.0072604976972772016
7,2025-04-01,2025-04-01,PEPE,5.168030355513975e-18
7,2025-04-01,2025-04-01,BONK,5.168030355513975e-18
7,2025-04-01,2025-04-01,WAVES,5.168030355513975e-18
7,2025-04-01,2025-04-01,MASK,0.04167712853803193
7,2025-04-01,2025-04-01,ATH,5.168030355513975e-18
7,2025-04-01,2025-04-01,TOKAMAK,0.14193474000011558
7,2025-04-01,2025-04-01,CARV,0.013056433215746423
7,2025-04-01,2025-04-01,MEW,5.168030355513975e-18
7,2025-04-01,2025-04-01,MNT,0.22643706961764462
7,2025-04-01,2025-04-01,PYTH,5.168030355513975e-18
7,2025-04-01,2025-04-01,SONIC,5.168030355513975e-18
7,2025-04-01,2025-04-01,GAS,5.168030355513975e-18
7,2025-04-01,2025-04-01,AKT,5.168030355513975e-18
7,2025-04-01,2025-04-01,BIGTIME,5.168030355513975e-18
7,2025-04-01,2025-04-01,DRIFT,5.168030355513975e-18
7,2025-04-02,2025-04-01,XRP,5.168030355513975e-18
7,2025-04-02,2025-04-01,BTC,0.25
7,2025-04-02,2025-04-01,ETH,0.01873081642631225
7,2025-04-02,2025-04-01,SOL,5.168030355513975e-18
7,2025-04-02,2025-04-01,DOGE,5.168030355513975e-18
7,2025-04-02,2025-04-01,AERGO,5.168030355513975e-18
7,2025-04-02,2025-04-01,ADA,5.168030355513975e-18
7,2025-04-02,2025-04-01,AUCTION,0.01464813709517196
7,2025-04-02,2025-04-01,ONDO,5.168030355513975e-18
7,2025-04-02,2025-04-01,SUI,5.168030355513975e-18
7,2025-04-02,2025-04-01,VIRTUAL,5.168030355513975e-18
7,2025-04-02,2025-04-01,ARDR,0.12825551172830524
7,2025-04-02,2025-04-01,MOVE,5.168030355513975e-18
7,2025-04-02,2025-04-01,AWE,0.003778742189839214
7,2025-04-02,2025-04-01,XLM,5.168030355513975e-18
7,2025-04-02,2025-04-01,AXS,5.168030355513975e-18
7,2025-04-02,2025-04-01,SNT,0.05859727168420727
7,2025-04-02,2025-04-01,QTUM,5.168030355513975e-18
7,2025-04-02,2025-04-01,ANIME,5.168030355513975e-18
7,2025-04-02,2025-04-01,PUNDIX,5.168030355513975e-18
7,2025-04-02,2025-04-01,ARK,5.168030355513975e-18
7,2025-04-02,2025-04-01,ENS,5.168030355513975e-18
7,2025-04-02,2025-04-01,LINK,5.168030355513975e-18
7,2025-04-02,2025-04-01,CRO,5.168030355513975e-18
7,2025-04-02,2025-04-01,HBAR,5.168030355513975e-18
7,2025-04-02,2025-04-01,VANA,5.168030355513975e-18
7,2025-04-02,2025-04-01,SEI,5.168030355513975e-18
7,2025-04-02,2025-04-01,STRAX,5.168030355513975e-18
7,2025-04-02,2025-04-01,KNC,5.168030355513975e-18
7,2025-04-02,2025-04-01,ME,5.168030355513975e-18
7,2025-04-02,2025-04-01,SHIB,5.168030355513975e-18
7,2025-04-02,2025-04-01,CBK,0.07424782413292705
7,2025-04-02,2025-04-01,AQT,5.168030355513975e-18
7,2025-04-02,2025-04-01,SAFE,0.021375827674421387
7,2025-04-02,2025-04-01,GLM,0.0072604976972772016
7,2025-04-02,2025-04-01,PEPE,5.168030355513975e-18
7,2025-04-02,2025-04-01,BONK,5.168030355513975e-18
7,2025-04-02,2025-04-01,WAVES,5.168030355513975e-18
7,2025-04-02,2025-04-01,MASK,0.04167712853803193
7,2025-04-02,2025-04-01,ATH,5.168030355513975e-18
7,2025-04-02,2025-04-01,TOKAMAK,0.14193474000011558
7,2025-04-02,2025-04-01,CARV,0.013056433215746423
7,2025-04-02,2025-04-01,MEW,5.168030355513975e-18
7,2025-04-02,2025-04-01,MNT,0.22643706961764462
7,2025-04-02,2025-04-01,PYTH,5.168030355513975e-18
7,2025-04-02,2025-04-01,SONIC,5.168030355513975e-18
7,2025-04-02,2025-04-01,GAS,5.168030355513975e-18
7,2025-04-02,2025-04-01,AKT,5.168030355513975e-18
