cycle_days,rebalance_date,ticker,weight
7,2025-03-15,BONK,2.7755575615627336e-18
7,2025-03-15,WAVES,2.7755575615627336e-18
7,2025-03-15,MASK,0.25
7,2025-03-15,ATH,2.7755575615627336e-18
7,2025-03-15,TOKAMAK,0.13241169637469688
7,2025-03-15,CARV,0.0010220929845038307
7,2025-03-15,MEW,2.7755575615627336e-18
7,2025-03-15,MNT,0.09566820941028858
7,2025-03-15,PYTH,2.7755575615627336e-18
7,2025-03-15,SONIC,2.7755575615627336e-18
7,2025-03-15,GAS,2.7755575615627336e-18
7,2025-03-15,AKT,2.7755575615627336e-18
7,2025-03-15,BIGTIME,2.7755575615627336e-18
7,2025-03-15,DRIFT,2.7755575615627336e-18
7,2025-03-22,XRP,1.0408340855860054e-17
7,2025-03-22,BTC,0.25
7,2025-03-22,ETH,1.0408340855860054e-17
7,2025-03-22,SOL,1.0408340855860054e-17
7,2025-03-22,DOGE,1.0408340855860054e-17
7,2025-03-22,AERGO,1.0408340855860054e-17
7,2025-03-22,ADA,1.0408340855860054e-17
7,2025-03-22,AUCTION,0.005934182902942321
7,2025-03-22,ONDO,1.0408340855860054e-17
7,2025-03-22,SUI,1.0408340855860054e-17
7,2025-03-22,VIRTUAL,1.0408340855860054e-17
7,2025-03-22,ARDR,0.10486492636827542
7,2025-03-22,MOVE,1.0408340855860054e-17
7,2025-03-22,AWE,0.0321541832673433
7,2025-03-22,XLM,1.0408340855860054e-17
7,2025-03-22,AXS,1.0408340855860054e-17
7,2025-03-22,SNT,1.0408340855860054e-17
7,2025-03-22,QTUM,1.0408340855860054e-17
7,2025-03-22,ANIME,1.0408340855860054e-17
7,2025-03-22,PUNDIX,0.055721105974637246
7,2025-03-22,ARK,1.0408340855860054e-17
7,2025-03-22,ENS,1.0408340855860054e-17
7,2025-03-22,LINK,1.0408340855860054e-17
7,2025-03-22,CRO,1.0408340855860054e-17
7,2025-03-22,HBAR,1.0408340855860054e-17
7,2025-03-22,VANA,1.0408340855860054e-17
7,2025-03-22,SEI,1.0408340855860054e-17
7,2025-03-22,STRAX,1.0408340855860054e-17
7,2025-03-22,KNC,1.0408340855860054e-17
7,2025-03-22,ME,1.0408340855860054e-17
7,2025-03-22,SHIB,1.0408340855860054e-17
7,2025-03-22,CBK,0.05607767847170237
7,2025-03-22,AQT,1.0408340855860054e-17
7,2025-03-22,SAFE,1.0408340855860054e-17
7,2025-03-22,GLM,1.0408340855860054e-17
7,2025-03-22,PEPE,1.0408340855860054e-17
7,2025-03-22,BONK,1.0408340855860054e-17
7,2025-03-22,WAVES,1.0408340855860054e-17
7,2025-03-22,MASK,0.25
7,2025-03-22,ATH,1.0408340855860054e-17
7,2025-03-22,TOKAMAK,0.14211160174795867
7,2025-03-22,CARV,0.011073135916630809
7,2025-03-22,MEW,1.0408340855860054e-17
7,2025-03-22,MNT,0.09206318535050974
7,2025-03-22,PYTH,1.0408340855860054e-17
7,2025-03-22,SONIC,1.0408340855860054e-17
7,2025-03-22,GAS,1.0408340855860054e-17
7,2025-03-22,AKT,1.0408340855860054e-17
7,2025-03-22,BIGTIME,1.0408340855860054e-17
7,2025-03-22,DRIFT,1.0408340855860054e-17
7,2025-03-29,XRP,3.4694469519528253e-18
7,2025-03-29,BTC,0.25
7,2025-03-29,ETH,3.4694469519528253e-18
7,2025-03-29,SOL,3.4694469519528253e-18
7,2025-03-29,DOGE,3.4694469519528253e-18
7,2025-03-29,AERGO,3.4694469519528253e-18
7,2025-03-29,ADA,3.4694469519528253e-18
7,2025-03-29,AUCTION,0.00876753620867025
7,2025-03-29,ONDO,3.4694469519528253e-18
7,2025-03-29,SUI,3.4694469519528253e-18
7,2025-03-29,VIRTUAL,3.4694469519528253e-18
7,2025-03-29,ARDR,0.10424847987280425
7,2025-03-29,MOVE,3.4694469519528253e-18
7,2025-03-29,AWE,0.028793942958540417
7,2025-03-29,XLM,3.4694469519528253e-18
7,2025-03-29,AXS,3.4694469519528253e-18
7,2025-03-29,SNT,3.4694469519528253e-18
7,2025-03-29,QTUM,3.4694469519528253e-18
7,2025-03-29,ANIME,3.4694469519528253e-18
7,2025-03-29,PUNDIX,0.011452466262562513
7,2025-03-29,ARK,3.4694469519528253e-18
7,2025-03-29,ENS,3.4694469519528253e-18
7,2025-03-29,LINK,3.4694469519528253e-18
7,2025-03-29,CRO,3.4694469519528253e-18
7,2025-03-29,HBAR,3.4694469519528253e-18
7,2025-03-29,VANA,3.4694469519528253e-18
7,2025-03-29,SEI,3.4694469519528253e-18
7,2025-03-29,STRAX,0.006036535845180626
7,2025-03-29,KNC,3.4694469519528253e-18
7,2025-03-29,ME,3.4694469519528253e-18
7,2025-03-29,SHIB,3.4694469519528253e-18
7,2025-03-29,CBK,0.06136656899871891
7,2025-03-29,AQT,3.4694469519528253e-18
7,2025-03-29,SAFE,3.4694469519528253e-18
7,2025-03-29,GLM,3.4694469519528253e-18
7,2025-03-29,PEPE,3.4694469519528253e-18
7,2025-03-29,BONK,3.4694469519528253e-18
7,2025-03-29,WAVES,0.00821269306482006
7,2025-03-29,MASK,0.25
7,2025-03-29,ATH,3.4694469519528253e-18
7,2025-03-29,TOKAMAK,0.15362478998526957
7,2025-03-29,CARV,0.007841584923309915
7,2025-03-29,MEW,3.4694469519528253e-18
7,2025-03-29,MNT,0.10965540188012354
7,2025-03-29,PYTH,3.4694469519528253e-18
7,2025-03-29,SONIC,3.4694469519528253e-18
7,2025-03-29,GAS,3.4694469519528253e-18
7,2025-03-29,AKT,3.4694469519528253e-18
7,2025-03-29,BIGTIME,3.4694469519528253e-18
7,2025-03-29,DRIFT,3.4694469519528253e-18
7,2025-04-05,XRP,4.915049848600822e-18
7,2025-04-05,BTC,0.25
7,2025-04-05,ETH,0.012885739661347642
7,2025-04-05,SOL,4.915049848600822e-18
7,2025-04-05,DOGE,4.915049848600822e-18
7,2025-04-05,AERGO,4.915049848600822e-18
7,2025-04-05,ADA,4.915049848600822e-18
7,2025-04-05,AUCTION,0.013031433720084657
7,2025-04-05,ONDO,4.915049848600822e-18
7,2025-04-05,SUI,4.915049848600822e-18
7,2025-04-05,VIRTUAL,4.915049848600822e-18
7,2025-04-05,ARDR,0.08308221385074652
7,2025-04-05,MOVE,4.915049848600822e-18
7,2025-04-05,AWE,0.0296102696620239
7,2025-04-05,XLM,4.915049848600822e-18
7,2025-04-05,AXS,4.915049848600822e-18
7,2025-04-05,SNT,4.915049848600822e-18
7,2025-04-05,QTUM,4.915049848600822e-18
7,2025-04-05,ANIME,4.915049848600822e-18
7,2025-04-05,PUNDIX,0.038144781007201665
7,2025-04-05,ARK,4.915049848600822e-18
7,2025-04-05,ENS,4.915049848600822e-18
7,2025-04-05,LINK,4.915049848600822e-18
7,2025-04-05,CRO,4.915049848600822e-18
7,2025-04-05,HBAR,4.915049848600822e-18
7,2025-04-05,VANA,4.915049848600822e-18
7,2025-04-05,SEI,4.915049848600822e-18
7,2025-04-05,STRAX,0.016304439675894736
7,2025-04-05,KNC,4.915049848600822e-18
7,2025-04-05,ME,4.915049848600822e-18
7,2025-04-05,SHIB,4.915049848600822e-18
7,2025-04-05,CBK,0.04623696466876666
7,2025-04-05,AQT,4.915049848600822e-18
7,2025-04-05,SAFE,4.915049848600822e-18
7,2025-04-05,GLM,4.915049848600822e-18
7,2025-04-05,PEPE,4.915049848600822e-18
7,2025-04-05,BONK,4.915049848600822e-18
7,2025-04-05,WAVES,4.915049848600822e-18
7,2025-04-05,MASK,0.09803892923040837
7,2025-04-05,ATH,4.915049848600822e-18
7,2025-04-05,TOKAMAK,0.15435479979470962
7,2025-04-05,CARV,0.00938692059901256
7,2025-04-05,MEW,4.915049848600822e-18
7,2025-04-05,MNT,0.24892350812980366
7,2025-04-05,PYTH,4.915049848600822e-18
7,2025-04-05,SONIC,4.915049848600822e-18
7,2025-04-05,GAS,4.915049848600822e-18
7,2025-04-05,AKT,4.915049848600822e-18
7,2025-04-05,BIGTIME,4.915049848600822e-18
7,2025-04-05,DRIFT,4.915049848600822e-18
7,2025-04-12,XRP,1.3010426069822109e-18
7,2025-04-12,BTC,0.25
7,2025-04-12,ETH,1.3010426069822109e-18
7,2025-04-12,SOL,1.3010426069822109e-18
7,2025-04-12,DOGE,1.3010426069822109e-18
7,2025-04-12,AERGO,0.005052193163086441
7,2025-04-12,ADA,1.3010426069822109e-18
7,2025-04-12,AUCTION,0.013873122168140985
7,2025-04-12,ONDO,1.3010426069822109e-18
7,2025-04-12,SUI,1.3010426069822109e-18
7,2025-04-12,VIRTUAL,1.3010426069822109e-18
7,2025-04-12,ARDR,0.009081554079979917
7,2025-04-12,MOVE,1.3010426069822109e-18
7,2025-04-12,AWE,0.01330628346762143
7,2025-04-12,XLM,1.3010426069822109e-18
7,2025-04-12,AXS,1.3010426069822109e-18
7,2025-04-12,SNT,0.02055866855344737
7,2025-04-12,QTUM,1.3010426069822109e-18
7,2025-04-12,ANIME,1.3010426069822109e-18
7,2025-04-12,PUNDIX,0.03808971442256906
7,2025-04-12,ARK,0.0004394097434576526
7,2025-04-12,ENS,1.3010426069822109e-18
7,2025-04-12,LINK,1.3010426069822109e-18
7,2025-04-12,CRO,1.3010426069822109e-18
7,2025-04-12,HBAR,1.3010426069822109e-18
7,2025-04-12,VANA,1.3010426069822109e-18
7,2025-04-12,SEI,1.3010426069822109e-18
7,2025-04-12,STRAX,0.06476486894238555
7,2025-04-12,KNC,1.3010426069822109e-18
7,2025-04-12,ME,1.3010426069822109e-18
7,2025-04-12,SHIB,1.3010426069822109e-18
7,2025-04-12,CBK,0.06723744994800572
7,2025-04-12,AQT,1.3010426069822109e-18
7,2025-04-12,SAFE,1.3010426069822109e-18
7,2025-04-12,GLM,0.012898757928495388
7,2025-04-12,PEPE,1.3010426069822109e-18
7,2025-04-12,BONK,1.3010426069822109e-18
7,2025-04-12,WAVES,1.3010426069822109e-18
7,2025-04-12,MASK,0.08592749175214331
7,2025-04-12,ATH,1.3010426069822109e-18
7,2025-04-12,TOKAMAK,0.11789847663174019
7,2025-04-12,CARV,0.012307353664848784
7,2025-04-12,MEW,1.3010426069822109e-18
7,2025-04-12,MNT,0.25
7,2025-04-12,PYTH,1.3010426069822109e-18
7,2025-04-12,SONIC,1.3010426069822109e-18
7,2025-04-12,GAS,0.020660837268179758
7,2025-04-12,AKT,1.3010426069822109e-18
7,2025-04-12,BIGTIME,0.017903818265898507
7,2025-04-12,DRIFT,1.3010426069822109e-18
7,2025-04-19,XRP,5.637851296924623e-18
7,2025-04-19,BTC,0.25
7,2025-04-19,ETH,5.637851296924623e-18
7,2025-04-19,SOL,5.637851296924623e-18
7,2025-04-19,DOGE,5.637851296924623e-18
7,2025-04-19,AERGO,0.0063132426494879375
7,2025-04-19,ADA,5.637851296924623e-18
7,2025-04-19,AUCTION,0.020916196652052275
7,2025-04-19,ONDO,5.637851296924623e-18
7,2025-04-19,SUI,5.637851296924623e-18
7,2025-04-19,VIRTUAL,5.637851296924623e-18
7,2025-04-19,ARDR,0.005225361628793501
7,2025-04-19,MOVE,5.637851296924623e-18
7,2025-04-19,AWE,0.022185903653755466
7,2025-04-19,XLM,5.637851296924623e-18
7,2025-04-19,AXS,5.637851296924623e-18
7,2025-04-19,SNT,0.016474319267244825
7,2025-04-19,QTUM,0.01772144573646895
7,2025-04-19,ANIME,5.637851296924623e-18
7,2025-04-19,PUNDIX,0.06724569586509486
7,2025-04-19,ARK,0.0044719141652988705
7,2025-04-19,ENS,5.637851296924623e-18
7,2025-04-19,LINK,5.637851296924623e-18
7,2025-04-19,CRO,0.000568032212190961
7,2025-04-19,HBAR,5.637851296924623e-18
7,2025-04-19,VANA,5.637851296924623e-18
7,2025-04-19,SEI,5.637851296924623e-18
7,2025-04-19,STRAX,0.009448104750411846
7,2025-04-19,KNC,5.637851296924623e-18
7,2025-04-19,ME,5.637851296924623e-18
7,2025-04-19,SHIB,5.637851296924623e-18
7,2025-04-19,CBK,0.0611490474450689
7,2025-04-19,AQT,0.0020033347695819306
7,2025-04-19,SAFE,5.637851296924623e-18
7,2025-04-19,GLM,0.010073436538246472
7,2025-04-19,PEPE,5.637851296924623e-18
7,2025-04-19,BONK,5.637851296924623e-18
7,2025-04-19,WAVES,0.048145980737083774
7,2025-04-19,MASK,0.07130910878136601
7,2025-04-19,ATH,5.637851296924623e-18
7,2025-04-19,TOKAMAK,0.10545129952867884
7,2025-04-19,CARV,0.019466587131992646
7,2025-04-19,MEW,5.637851296924623e-18
7,2025-04-19,MNT,0.25
7,2025-04-19,PYTH,5.637851296924623e-18
7,2025-04-19,SONIC,5.637851296924623e-18
7,2025-04-19,GAS,0.011830988487181922
7,2025-04-19,AKT,5.637851296924623e-18
7,2025-04-19,BIGTIME,5.637851296924623e-18
7,2025-04-19,DRIFT,5.637851296924623e-18
7,2025-04-26,XRP,1.7347234759764127e-18
7,2025-04-26,BTC,0.25
7,2025-04-26,ETH,1.7347234759764127e-18
7,2025-04-26,SOL,1.7347234759764127e-18
7,2025-04-26,DOGE,1.7347234759764127e-18
7,2025-04-26,AERGO,0.008717634980506601
7,2025-04-26,ADA,1.7347234759764127e-18
7,2025-04-26,AUCTION,0.020847201919660028
7,2025-04-26,ONDO,1.7347234759764127e-18
7,2025-04-26,SUI,1.7347234759764127e-18
7,2025-04-26,VIRTUAL,1.7347234759764127e-18
7,2025-04-26,ARDR,0.012553847468587565
7,2025-04-26,MOVE,1.7347234759764127e-18
7,2025-04-26,AWE,0.00627816587364054
7,2025-04-26,XLM,1.7347234759764127e-18
7,2025-04-26,AXS,1.7347234759764127e-18
7,2025-04-26,SNT,0.014508724138829691
7,2025-04-26,QTUM,0.007250474761800935
7,2025-04-26,ANIME,1.7347234759764127e-18
7,2025-04-26,PUNDIX,0.07370264681839465
7,2025-04-26,ARK,0.007020843149344644
7,2025-04-26,ENS,1.7347234759764127e-18
7,2025-04-26,LINK,1.7347234759764127e-18
7,2025-04-26,CRO,0.00265400496617936
7,2025-04-26,HBAR,1.7347234759764127e-18
7,2025-04-26,VANA,1.7347234759764127e-18
7,2025-04-26,SEI,1.7347234759764127e-18
7,2025-04-26,STRAX,0.025277763221733203
7,2025-04-26,KNC,1.7347234759764127e-18
7,2025-04-26,ME,1.7347234759764127e-18
7,2025-04-26,SHIB,1.7347234759764127e-18
7,2025-04-26,CBK,0.05386230363497402
7,2025-04-26,AQT,0.006493991425730707
7,2025-04-26,SAFE,1.7347234759764127e-18
7,2025-04-26,GLM,1.7347234759764127e-18
7,2025-04-26,PEPE,1.7347234759764127e-18
7,2025-04-26,BONK,1.7347234759764127e-18
7,2025-04-26,WAVES,0.05783071179736538
7,2025-04-26,MASK,0.06796760640939586
7,2025-04-26,ATH,1.7347234759764127e-18
7,2025-04-26,TOKAMAK,0.11447382784216115
7,2025-04-26,CARV,0.016230333271270603
7,2025-04-26,MEW,1.7347234759764127e-18
7,2025-04-26,MNT,0.25
7,2025-04-26,PYTH,1.7347234759764127e-18
7,2025-04-26,SONIC,1.7347234759764127e-18
7,2025-04-26,GAS,0.0043299183204251485
7,2025-04-26,AKT,1.7347234759764127e-18
7,2025-04-26,BIGTIME,1.7347234759764127e-18
7,2025-04-26,DRIFT,1.7347234759764127e-18
7,2025-05-03,XRP,7.806255641895632e-18
7,2025-05-03,BTC,0.25
7,2025-05-03,ETH,0.018327057349943672
7,2025-05-03,SOL,7.806255641895632e-18
7,2025-05-03,DOGE,7.806255641895632e-18
7,2025-05-03,AERGO,0.005457047396225583
7,2025-05-03,ADA,7.806255641895632e-18
7,2025-05-03,AUCTION,0.019348073303618294
7,2025-05-03,ONDO,7.806255641895632e-18
7,2025-05-03,SUI,7.806255641895632e-18
7,2025-05-03,VIRTUAL,7.806255641895632e-18
7,2025-05-03,ARDR,0.010306120750864154
7,2025-05-03,MOVE,7.806255641895632e-18
7,2025-05-03,AWE,0.025180024973289482
7,2025-05-03,XLM,7.806255641895632e-18
7,2025-05-03,AXS,7.806255641895632e-18
7,2025-05-03,SNT,0.02544159217399396
7,2025-05-03,QTUM,7.806255641895632e-18
7,2025-05-03,ANIME,7.806255641895632e-18
7,2025-05-03,PUNDIX,0.01174138908378183
7,2025-05-03,ARK,0.005745059326613432
7,2025-05-03,ENS,7.806255641895632e-18
7,2025-05-03,LINK,7.806255641895632e-18
7,2025-05-03,CRO,0.028201043008494027
7,2025-05-03,HBAR,7.806255641895632e-18
7,2025-05-03,VANA,7.806255641895632e-18
7,2025-05-03,SEI,7.806255641895632e-18
7,2025-05-03,STRAX,0.02596479038896006
7,2025-05-03,KNC,7.806255641895632e-18
7,2025-05-03,ME,7.806255641895632e-18
7,2025-05-03,SHIB,7.806255641895632e-18
7,2025-05-03,CBK,0.08509691601120209
7,2025-05-03,AQT,0.0075726983926331605
7,2025-05-03,SAFE,7.806255641895632e-18
7,2025-05-03,GLM,7.806255641895632e-18
7,2025-05-03,PEPE,7.806255641895632e-18
7,2025-05-03,BONK,7.806255641895632e-18
7,2025-05-03,WAVES,0.06077110864805064
7,2025-05-03,MASK,0.04119810183480024
7,2025-05-03,ATH,7.806255641895632e-18
7,2025-05-03,TOKAMAK,0.09189882647624578
7,2025-05-03,CARV,0.01973253236434084
7,2025-05-03,MEW,7.806255641895632e-18
7,2025-05-03,MNT,0.25
7,2025-05-03,PYTH,7.806255641895632e-18
7,2025-05-03,SONIC,7.806255641895632e-18
7,2025-05-03,GAS,0.01801761851694274
7,2025-05-03,AKT,7.806255641895632e-18
7,2025-05-03,BIGTIME,7.806255641895632e-18
7,2025-05-03,DRIFT,7.806255641895632e-18
7,2025-05-10,XRP,3.469446951953614e-18
7,2025-05-10,BTC,0.25
7,2025-05-10,ETH,0.01755075942663948
7,2025-05-10,SOL,3.469446951953614e-18
7,2025-05-10,DOGE,3.469446951953614e-18
7,2025-05-10,AERGO,0.0071981122676305605
7,2025-05-10,ADA,3.469446951953614e-18
7,2025-05-10,AUCTION,0.012746004088622177
7,2025-05-10,ONDO,3.469446951953614e-18
7,2025-05-10,SUI,3.469446951953614e-18
7,2025-05-10,VIRTUAL,3.469446951953614e-18
7,2025-05-10,ARDR,0.015351409418385264
7,2025-05-10,MOVE,3.469446951953614e-18
7,2025-05-10,AWE,0.015863776822082537
7,2025-05-10,XLM,3.469446951953614e-18
7,2025-05-10,AXS,3.469446951953614e-18
7,2025-05-10,SNT,0.030972295229021046
7,2025-05-10,QTUM,3.469446951953614e-18
7,2025-05-10,ANIME,3.469446951953614e-18
7,2025-05-10,PUNDIX,0.00926893040569008
7,2025-05-10,ARK,3.469446951953614e-18
7,2025-05-10,ENS,3.469446951953614e-18
7,2025-05-10,LINK,3.469446951953614e-18
7,2025-05-10,CRO,0.04712411003425538
7,2025-05-10,HBAR,3.469446951953614e-18
7,2025-05-10,VANA,3.469446951953614e-18
7,2025-05-10,SEI,3.469446951953614e-18
7,2025-05-10,STRAX,0.024725024951857685
7,2025-05-10,KNC,3.469446951953614e-18
7,2025-05-10,ME,3.469446951953614e-18
7,2025-05-10,SHIB,3.469446951953614e-18
7,2025-05-10,CBK,0.08469227928060494
7,2025-05-10,AQT,0.004820057498091201
7,2025-05-10,SAFE,0.002030251150970162
7,2025-05-10,GLM,3.469446951953614e-18
7,2025-05-10,PEPE,3.469446951953614e-18
7,2025-05-10,BONK,3.469446951953614e-18
7,2025-05-10,WAVES,0.06212945582949724
7,2025-05-10,MASK,0.027765681100176604
7,2025-05-10,ATH,3.469446951953614e-18
7,2025-05-10,TOKAMAK,0.1321090635507326
7,2025-05-10,CARV,3.469446951953614e-18
7,2025-05-10,MEW,3.469446951953614e-18
7,2025-05-10,MNT,0.24235030849257982
7,2025-05-10,PYTH,3.469446951953614e-18
7,2025-05-10,SONIC,3.469446951953614e-18
7,2025-05-10,GAS,0.013302480453163207
7,2025-05-10,AKT,3.469446951953614e-18
7,2025-05-10,BIGTIME,3.469446951953614e-18
7,2025-05-10,DRIFT,3.469446951953614e-18
7,2025-05-17,XRP,0.06595969194579376
7,2025-05-17,BTC,0.25
7,2025-05-17,ETH,5.9414279052204854e-18
7,2025-05-17,SOL,5.9414279052204854e-18
7,2025-05-17,DOGE,5.9414279052204854e-18
7,2025-05-17,AERGO,0.00032110654227945565
7,2025-05-17,ADA,5.9414279052204854e-18
7,2025-05-17,AUCTION,0.00834535688840649
7,2025-05-17,ONDO,5.9414279052204854e-18
7,2025-05-17,SUI,5.9414279052204854e-18
7,2025-05-17,VIRTUAL,5.9414279052204854e-18
7,2025-05-17,ARDR,0.02122723501068963
7,2025-05-17,MOVE,5.9414279052204854e-18
7,2025-05-17,AWE,0.02158515004789396
7,2025-05-17,XLM,5.9414279052204854e-18
7,2025-05-17,AXS,5.9414279052204854e-18
7,2025-05-17,SNT,0.031585348667019765
7,2025-05-17,QTUM,5.9414279052204854e-18
7,2025-05-17,ANIME,5.9414279052204854e-18
7,2025-05-17,PUNDIX,0.023674260907479143
7,2025-05-17,ARK,5.9414279052204854e-18
7,2025-05-17,ENS,5.9414279052204854e-18
7,2025-05-17,LINK,5.9414279052204854e-18
7,2025-05-17,CRO,0.0034474491340461535
7,2025-05-17,HBAR,5.9414279052204854e-18
